Type,Title,Price,Location,Beds,Baths,Area,Date
House,One Unit Banglow Available For Sale,3.1 Crore,"Gulistan-e-Jauhar, Karachi",3,3,120 Sq. Yd.,Added: 2 days ago
House,3 Bed DD L 152 Sq Yd Villa FOR SALE At Precinct-11B (All Amenities Nearby) Heighted Location Investor Rates,1.28 Crore,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",3,3,152 Sq. Yd.,Added: 1 day ago
House,3Bed DDL 200sq yd Villa FOR SALE. Top Heighted Location near. Murree Point BTK (Hill View),1.65 Crore,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3,3,200 Sq. Yd.,Added: 1 day ago
House,"5 Bed Room Luxury Villa At Prime Location In Bahria Town Karachi, 2km From Main Gate, Near Commercial, Gallery And IMTIAZ Mega Store",5.35 Crore,"Bahria Hills, Bahria Town Karachi",5,5,500 Sq. Yd.,Added: 1 day ago
House,"3 Bed DDL 125sq Yd Villa FOR SALE At ALI BLOCK All Amenities Nearby Including MOSQUE, General Store & Parks",1.25 Crore,"Bahria Town - Ali Block, Bahria Town - Precinct 12",3,3,125 Sq. Yd.,Added: 1 day ago
House,500sq Yard Luxury Villa FOR SALE. 2km From Entrance Of BTK. 6 Bed DDL 2 Kitchens,5 Crore,"Bahria Town - Precinct 4, Bahria Town Karachi",6,6,500 Sq. Yd.,Added: 1 day ago
House,New Brand Bungalow For Sale Dream City,2.1 Crore,"Dream City, Shahra-e-Faisal",4,4,"3,000 Sq. Yd.",Added: 1 day ago
House,House For Sale In Block 1 Gulsahan E Iqbal,5 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",3,3,240 Sq. Yd.,Added: 1 day ago
House,BUNGALOW OF GROUND PLUS ONE FOR SALE,5.75 Crore,"Gulshan-e-Iqbal - Block 10-A, Gulshan-e-Iqbal",8,6,240 Sq. Yd.,Added: 1 day ago
House,House Sale In Fatima Dream City Phase 1,60 Lakh,"Fatima Dream City, Memon Goth",2,3,120 Sq. Yd.,Added: 5 days ago
House,Ground Plus 2 Park Facing West Open,13.5 Crore,"North Nazimabad - Block L, North Nazimabad",10,6,630 Sq. Yd.,Added: 2 weeks ago
House,240 Square Yard Bungalows Available In Saadi Town & Saadi Garden Scheme 33 Karachi,3.45 Crore,"Saadi Garden, Scheme 33",6,6,240 Sq. Yd.,Added: 2 weeks ago
House,Bungalow For Sale In Dha Phase 6,13.25 Crore,"DHA Phase 6, DHA Defence",,6,500 Sq. Yd.,Added: 2 weeks ago
House,1 Unit Bungalow ( Having Basement) For Sale In Dha Phase 4,10.5 Crore,"DHA Phase 4, DHA Defence",5,5,500 Sq. Yd.,Added: 2 weeks ago
House,Pair Bungalow Having Basement For Sale In DHA Phase 4,20 Crore,"DHA Phase 4, DHA Defence",11,6,"1,000 Sq. Yd.",Added: 2 weeks ago
House,Brand New House Available For Genuine Buyer Photos Are Not Original But House Is More Beautiful,2.79 Crore,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",4,5,120 Sq. Yd.,Added: 3 weeks ago
House,500 YARDS HOUSE FOR SALE,10.25 Crore,"DHA Phase 6, DHA Defence",6,7,500 Sq. Yd.,Added: 3 weeks ago
House,Double Storey 300 Square Yards House Available In Gulshan-E-Jamal For Sale,5.4 Crore,"Gulshan-e-Jamal, Gulshan-e-Iqbal Town",6,6,300 Sq. Yd.,Added: 3 weeks ago
House,35 Feet Rood 120 Sq Yard G+1 Floor West Open House For Sale,1.88 Crore,"Saadi Town, Scheme 33",4,5,120 Sq. Yd.,Added: 3 weeks ago
House,Architect Design 1000 Yards Bungalow For Sale In Phase Viii,50 Crore,"DHA Phase 8, DHA Defence",6,6,"1,000 Sq. Yd.",Added: 3 days ago
House,500 Yards Bungalow For Sale In Phase Vi,11 Crore,"DHA Phase 6, DHA Defence",4,5,500 Sq. Yd.,Added: 3 days ago
House,VIP LOCATION IN BLOCK 14 FULLY RENIVATED (Chance Deal),9.5 Crore,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",8,6,750 Sq. Yd.,Added: 2 days ago
House,240 sqyd G+2 PEACEFUL ENVIRONMENT IN GULSHAN IQBAL.,7.25 Crore,"Gulshan-e-Iqbal Town, Karachi",8,6,240 Sq. Yd.,Added: 2 days ago
House,VIP HOUSE AVAILABLE IN BLOCK 16 GULISTAN E JOHAR 400 SQYDS,7.25 Crore,"Gulistan-e-Jauhar - Block 16, Gulistan-e-Jauhar",3,3,400 Sq. Yd.,Added: 2 days ago
House,Ideal Double Story House Is Available For Sale In North Karachi 7 D 3 West Open,1.45 Crore,"North Karachi - Sector 7-D3, North Karachi",6,6,120 Sq. Yd.,Added: 2 days ago
House,240sqyd leased house available in block 17 gulistan e Johar Karachi,4.6 Crore,"Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar",3,4,240 Sq. Yd.,Added: 2 days ago
House,Get In Touch Now To Buy A 240 Square Yards House In Gulshan-E-Iqbal - Block 5,7.1 Crore,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",5,5,240 Sq. Yd.,Added: 1 day ago
House,BANGALOW PORTIONS WITH ROOF FOR SALE,5 Crore,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal",5,5,240 Sq. Yd.,Added: 1 day ago
House,BUNGALOW OF FULLY ULTRA MODERN BUNGALOW FOR SALE,14.5 Crore,"DHA Phase 5, DHA Defence",4,4,500 Sq. Yd.,Added: 1 day ago
House,BRAND NEW ULTRA MODERN BUNGALOW FOR SALE,5.6 Crore,"DHA Phase 8, DHA Defence",4,4,100 Sq. Yd.,Added: 1 day ago
House,BANGALOW FOR SALE,3.8 Crore,"DHA Phase 7 Extension, DHA Defence",4,4,100 Sq. Yd.,Added: 1 day ago
House,Brand New 500 Square Yards House For Sale Is Available In DHA Phase 7 Extension,12.5 Crore,"DHA Phase 7 Extension, DHA Defence",6,6,500 Sq. Yd.,Added: 1 day ago
House,FULLY ULTRA MODERN BANGALOW FOR SALE,28 Crore,"DHA Phase 8, DHA Defence",5,5,666 Sq. Yd.,Added: 1 day ago
House,300 yards bungalow for sale in DHA Phase 4,11.25 Crore,"DHA Phase 4, DHA Defence",5,6,300 Sq. Yd.,Added: 1 day ago
House,Ideal House For Sale In Gulistan-E-Jauhar - Block 15,8.5 Crore,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",6,6,240 Sq. Yd.,Added: 3 weeks ago
House,Brand New House Available For Sale On Single Belt,11.5 Crore,"Federal B Area - Block 10, Federal B Area",8,6,400 Sq. Yd.,Added: 3 weeks ago
House,Beautiful Villa Available For Sale In Vip Prime Location Of Saima Villa,1.35 Crore,"Saima Villas, Karachi Motorway",3,3,160 Sq. Yd.,Added: 3 weeks ago
House,Spacious Prime Location 120 Square Yards House Available For sale In Sector 31 - Punjabi Saudagar City Phase 2,2.5 Crore,"Sector 31 - Punjabi Saudagar City Phase 2, Scheme 33 - Sector 31",4,6,120 Sq. Yd.,Added: 3 weeks ago
House,Spacious Prime Location House Is Available For sale In Ideal Location Of DHA Phase 7 Extension,15 Crore,"DHA Phase 7 Extension, DHA Defence",6,6,500 Sq. Yd.,Added: 3 weeks ago
House,Looking For A Prime Location House In Karachi,3.25 Crore,"De Comforts, Federal B Area - Block 8",4,4,120 Sq. Yd.,Added: 3 weeks ago
House,500 Yards Stylish Bungalow for Sale in DHA Phase 7 Prime Location with Spacious Parking & Lawn,13 Crore,"DHA Phase 7, DHA Defence",,,500 Sq. Yd.,Added: 3 weeks ago
House,Well-Constructed Brand New House Available For Sale In Askari 6,6.35 Crore,"Askari 6, Malir Cantonment",5,5,375 Sq. Yd.,Added: 3 weeks ago
House,"Ground + 1 Floor HOUSE For SALE IN NORTH Karachi 5-C/2, IN 1 Crore 10 Lac",1.1 Crore,"North Karachi, Karachi",6,2,84 Sq. Yd.,Added: 3 weeks ago
House,120 yards New Ground+1 House for SALE in NORTH Karachi in 2 crore 10 Lac,2.1 Crore,"North Karachi - Sector 5-C/2, North Karachi - Sector 5-C",10,4,120 Sq. Yd.,Added: 3 weeks ago
House,500 Yards Brand New Bungalow For Sale In Phase V,20 Crore,"DHA Phase 5, DHA Defence",5,6,500 Sq. Yd.,Added: 3 days ago
House,Chance Deal 2000 Yards Bungalow For Sale In Phase Iv,48 Crore,"DHA Phase 4, DHA Defence",7,6,"2,000 Sq. Yd.",Added: 3 days ago
House,3Bed DDL 125 sq yd Villa FOR SALE at Precicnt-11B (All Amenities Nearby) Heighted Location Investor Rates,1.15 Crore,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",3,3,125 Sq. Yd.,Added: 2 days ago
House,Brand New 200 Square Yards House Available In Federal B Area - Block 12 For sale,6.8 Crore,"Federal B Area - Block 12, Federal B Area",9,6,200 Sq. Yd.,Added: 2 days ago
House,Your Search Ends Right Here With The Beautiful Prime Location House In North Karachi - Sector 9 At Affordable Price Of Pkr Rs. 30500000,3.05 Crore,"North Karachi - Sector 9, North Karachi",6,6,120 Sq. Yd.,Added: 2 days ago
House,Buying A Prime Location House In Karachi?,22 Crore,"Federal B Area - Block 10, Federal B Area",,,600 Sq. Yd.,Added: 2 days ago
House,PECHS Block 2 Townhouse For Sale 4 Bed Dd + Basement 1 Car Parking Good Condition Demand 7.5 Crore Contact Kousar Shah Bukhari Estate Inn,7.5 Crore,"PECHS Block 2, PECHS",4,4,165 Sq. Yd.,Added: 2 days ago
House,400 Square Yard Bungalow Available For Sale In Gulistan E Jauhar,4.5 Crore,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",3,3,400 Sq. Yd.,Added: 1 day ago
House,200 Square Yard Double Bungalow Available For Sale In Gulistan E Jauhar,4.5 Crore,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar",5,6,200 Sq. Yd.,Added: 1 day ago
House,"240 Sq Yards Ground+1 Semi-Furnished House For Sale Capital Society, Scheme 33",5.75 Crore,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",6,6,240 Sq. Yd.,Added: 1 day ago
House,"Leased 120 Sq Yards Ground +1 Brand New Bungalow For Sale At Prime Location Location: Baitul Haramain, Airport, 2 Mins To Sharae-E-Faisal",2.6 Crore,"Shahra-e-Faisal, Karachi",4,4,120 Sq. Yd.,Added: 1 day ago
House,BUNGALOW FOR SALE,13 Crore,"DHA Phase 6, DHA Defence",5,5,600 Sq. Yd.,Added: 1 day ago
House,BUNGALOW IS AVAILABLE FOR SALE,26 Crore,"DHA Phase 5, DHA Defence",5,6,350 Sq. Yd.,Added: 1 day ago
House,700 Yard Slightly use House khyaban e Rahat Dha phase 7 Karachi,19 Crore,"DHA Phase 7, DHA Defence",6,6,700 Sq. Yd.,Added: 1 day ago
House,Saima Elite Villa'S For Sale,3.3 Crore,"Saima Elite Villas, Malir",3,4,160 Sq. Yd.,Added: 1 day ago
House,LUXURY HOUSE 240 SQ. YD FOR SALE IN GULSHAN-E-MAYMAR SECTOR V,4.38 Crore,"Gulshan-e-Maymar - Sector V, Gulshan-e-Maymar",6,6,240 Sq. Yd.,Added: 3 weeks ago
House,A Luxurious Brand New Bungalow Available For Sale At Khy E Bilal,15 Crore,"DHA Phase 8 - Zone B, DHA Phase 8",6,6,500 Sq. Yd.,Added: 3 weeks ago
House,Saima Villas 240 Yard Bungalow For Sale,1.85 Crore,"Saima Villas, Karachi Motorway",3,3,240 Sq. Yd.,Added: 3 weeks ago
House,Prime Location DHA Phase 7 Extension 500 Square Yards House Up For sale,17 Crore,"DHA Phase 7 Extension, DHA Defence",6,6,500 Sq. Yd.,Added: 3 weeks ago
House,"3-Bedroom Corner House For Sale In Naved Bungalows, Block 17, Gulistan-E-Johar",3 Crore,"Gulistan-e-Jauhar - Block 17, Gulistan-e-Jauhar",3,3,120 Sq. Yd.,Added: 3 weeks ago
House,500 Square Yards House In Bahria Paradise - Precinct 51 For sale At Good Location,4 Crore,"Bahria Paradise - Precinct 51, Bahria Paradise",5,5,500 Sq. Yd.,Added: 3 weeks ago
House,300 Sqr Yds Ultra Modern Design Bungalow with Beautiful Planning,10.5 Crore,"DHA Phase 8 Extension, DHA Phase 8",5,6,300 Sq. Yd.,Added: 3 weeks ago
House,Your Search For House In Karachi Ends Here,2.35 Crore,"Gulshan-e-Roomi, Faisal Cantonment",4,4,200 Sq. Yd.,Added: 3 weeks ago
House,Beautiful House,3.75 Crore,"Shadman Town - Sector-14/A, Shadman",6,5,140 Sq. Yd.,Added: 3 weeks ago
House,"235 Sq Yd Villa FOR SALE In Precinct-31 Near LONDON BRIDGE One Unit 3 Bedrooms, Drawing, Dining, Closed Italian Kitchen & TV Lounge. All Amenities Nearby, Including Parks, Mosques And A Gallery. 10 Min Drive From The Main Gate Of Bahria Town Karachi.",1.28 Crore,"Bahria Town - Precinct 31, Bahria Town Karachi",3,3,235 Sq. Yd.,Added: 3 weeks ago
House,"1000 Sq. Yds. Fully Renovated Super Luxurious Bungalow With Basement For Sale At Khayaban-E-Bukhari, DHA Phase 6",16 Crore,"DHA Phase 6, DHA Defence",6,7,"1,000 Sq. Yd.",Added: 3 days ago
House,"125 Sq Yd Category Villa For Sale in Ali Block, Bahria Town Karachi Top-Notch A+ Construction | 3/4 Bedrooms, Drawing, Dining, TV Lounge & American Kitchen 10 Min from Main Gate | Near Park, Mosque, Schools, Fuel Pump & Commercial.",1.15 Crore,"Bahria Town - Ali Block, Bahria Town - Precinct 12",3,3,125 Sq. Yd.,Added: 3 days ago
House,BRAND NEW HOUSE FOR SALE,10.3 Crore,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,Added: 2 days ago
House,Askari 6 House For Sale 375 Square Yards Brand New Prime location,6.5 Crore,"Askari 6, Malir Cantonment",5,6,375 Sq. Yd.,Added: 3 days ago
House,Brigadier house For Sale Main Boleward Askari 5 Sector G 500 yard,9 Crore,"Askari 5 - Sector G, Askari 5",5,6,500 Sq. Yd.,Added: 3 days ago
House,Saima Elite Villas,4.25 Crore,"Saima Elite Villas, Malir",3,3,240 Sq. Yd.,Added: 3 days ago
House,Saima Elite Villas - Bungalows Scheme 33,2.8 Crore,"Saima Elite Villas, Malir",3,3,120 Sq. Yd.,Added: 3 days ago
House,Saima Elite Villa'S For Sale,3.3 Crore,"Saima Elite Villas, Malir",3,4,160 Sq. Yd.,Added: 1 day ago
House,CHANCE DEAL URGENT SALE 500 YARDS WELL MAINTAIN HOUSE,8.9 Crore,"DHA Phase 5, DHA Defence",4,5,500 Sq. Yd.,Added: 1 day ago
House,sale A House In Bath Island Prime Location,8.25 Crore,"Bath Island, Karachi",5,5,250 Sq. Yd.,Added: 1 day ago
House,house for sale,30 Lakh,"Ilyas Goth, Korangi",3,2,80 Sq. Yd.,Added: 1 day ago
House,Owner-Built 500 Square Yards Corner Bungalow for Sale In DHA Phase 7.,15 Crore,"DHA Phase 7, DHA Defence",6,6,500 Sq. Yd.,Added: 1 day ago
House,240 Square Yard Bungalow Available In Saadi Town Scheme 33 Karachi,3.6 Crore,"Saadi Town, Scheme 33",6,6,240 Sq. Yd.,Added: 1 day ago
House,120 Sq Yd Bungalows Available In Saadi Town & Saadi Garden Scheme 33 Karachi,1.35 Crore,"Saadi Garden, Scheme 33",3,4,120 Sq. Yd.,Added: 1 day ago
House,120 Square Yard Bungalow Available In Saadi Garden & Saadi Town Scheme 33 Karachi,1.75 Crore,"Saadi Garden, Scheme 33",,5,120 Sq. Yd.,Added: 1 day ago
House,Prime Location Chapal Sun City House For sale Sized 200 Square Yards,2.9 Crore,"Chapal Sun City, Scheme 33",4,4,200 Sq. Yd.,Added: 3 weeks ago
House,Bungalow 240 Sq Yards Double Storey Well Maintained,4.95 Crore,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",6,7,240 Sq. Yd.,Added: 3 weeks ago
House,120 Sq Yard 1 Unit Banglow For Sale At Saima Elite Villas,3 Crore,"Scheme 33, Karachi",3,3,120 Sq. Yd.,Added: 3 weeks ago
House,120sqyrd Brand New House For Sale In Gawalior Cooperative Housing Society,2.8 Crore,"Gwalior Cooperative Housing Society, Scheme 33",4,4,120 Sq. Yd.,Added: 4 weeks ago
House,Defence Phase 6 600 Yards Architect Design Owner Built West Open Spanish Villa,16.5 Crore,"DHA Phase 6, DHA Defence",5,6,600 Sq. Yd.,Added: 4 weeks ago
House,PS City 2 Size 120 Sq yard Demand 250 lac ground + 1 4 bedroom 6 bathroom,2.5 Crore,"Punjabi Saudagar Society Phase 2, Scheme 33 - Sector 50",4,6,120 Sq. Yd.,Added: 4 weeks ago
House,Architect-Designed 666 Sq Yd Bungalow For Sale In Parklane Block 5 Clifton,22.5 Crore,"Clifton - Block 5, Clifton",5,6,666 Sq. Yd.,Added: 4 weeks ago
House,Brand New 1000 Sqr Yds Ultra Modern Design Spanish Style Bungalow At Khayaban E Janbaz,40 Crore,"DHA Phase 5, DHA Defence",6,6,"1,000 Sq. Yd.",Added: 4 weeks ago
House,BUNGALOW AVILABLE FOR SALE,14 Crore,"DHA Phase 7, DHA Defence",5,6,500 Sq. Yd.,Added: 4 weeks ago
House,240 Square Yard Bungalow Available In VIP Blocks Saadi Town Scheme 33 Karachi (1st Belt),3.65 Crore,"Saadi Town, Scheme 33",7,7,240 Sq. Yd.,Added: 4 weeks ago
House,HOUSE FOR SALE,28 Crore,"DHA Phase 6, DHA Defence",6,6,"1,000 Sq. Yd.",Added: 3 days ago
House,"500 Sq. Yds. Owner-Built Bungalow for Sale | Near Khayaban-e-Hafiz DHA Phase 6, Karachi",11.5 Crore,"DHA Phase 6, DHA Defence",5,5,500 Sq. Yd.,Added: 3 days ago
House,Saima Elite Villas - Bungalows,3.1 Crore,"Saima Elite Villas, Malir",3,3,160 Sq. Yd.,Added: 3 days ago
House,Beautiful Bungalow For Sale In Naya Nazimabad Block A,3.75 Crore,"Naya Nazimabad - Block A, Naya Nazimabad",4,4,120 Sq. Yd.,Added: 3 days ago
House,Beautiful Bungalow For Sale In Naya Nazimabad Block A,3.55 Crore,"Naya Nazimabad - Block A, Naya Nazimabad",4,4,120 Sq. Yd.,Added: 3 days ago
House,BRAND NEW BUNGALOW AVAILABLE FOR SALE,22 Crore,"Federal B Area - Block 10, Federal B Area",8,6,600 Sq. Yd.,Added: 3 days ago
House,Ideal House Is Available For Sale In Karachi,4.5 Crore,"Shadman Town - Sector-14/B, Shadman",8,6,240 Sq. Yd.,Added: 3 days ago
House,120 Sq Yd Bungalow Available In Saadi Garden Saadi Town Scheme 33 Karachi,1.75 Crore,"Saadi Garden, Scheme 33",4,5,120 Sq. Yd.,Added: 1 day ago
House,120 Sq Yd Bungalow Available In Saadi Town & Saadi Garden Scheme 33 Karachi For Sale,1.75 Crore,"Saadi Garden, Scheme 33",4,5,120 Sq. Yd.,Added: 1 day ago
House,House Available For Sale In DHA Phase 6 Karachi,13 Crore,"DHA Phase 6, DHA Defence",5,5,500 Sq. Yd.,Added: 1 day ago
House,House Available For Sale In DHA Phase 2 Extension Karachi,14.5 Crore,"DHA Phase 2 Extension, DHA Defence",11,7,633 Sq. Yd.,Added: 1 day ago
House,House Available For Sale In Khayaban E Muhafiz DHA Phase 6 Karachi,40 Crore,"DHA Phase 6, DHA Defence",7,7,"1,000 Sq. Yd.",Added: 1 day ago
House,Ideal House Is Available For Sale In Karachi,20 Lakh,"Ilyas Goth, Korangi",1,1,40 Sq. Yd.,Added: 1 day ago
House,120 Yards Single Storey Villa With Possession,1.05 Crore,"Chapal Uptown, Karachi",2,2,120 Sq. Yd.,Added: 1 day ago
House,Perfect 375 Square Yards House In Askari 6 For sale,6.5 Crore,"Askari 6, Malir Cantonment",5,5,375 Sq. Yd.,Added: 1 day ago
House,Brand New House (G+1) West Open Available For Sale,2.85 Crore,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",4,4,120 Sq. Yd.,Added: 4 weeks ago
House,"Safari Residency Society Bungalow Architect Built 444 Sq Yds G+1; Penthouse, Furnished Ground Floor With 10KW Solar Backup - Ready To Move In!",12.5 Crore,"Gulistan-e-Jauhar - Block 1, Gulistan-e-Jauhar",6,7,444 Sq. Yd.,Added: 4 weeks ago
House,150 Square Yards House In Central Scheme 33 For sale,2.5 Crore,"Scheme 33, Karachi",6,6,150 Sq. Yd.,Added: 4 weeks ago
House,Chance Deal 1000yrds Brand New Bungalow With Basement 3 Unit For 3 Families Prime Location,36 Crore,"DHA Phase 7, DHA Defence",7,6,"1,000 Sq. Yd.",Added: 4 weeks ago
House,Get In Touch Now To Buy A Prime Location 1332 Square Yards House In Karachi,30 Crore,"DHA Phase 5, DHA Defence",6,6,"1,332 Sq. Yd.",Added: 4 weeks ago
House,DHA PHASE 2 900 YARDS 4 BEDROOMS BUNGALOW IS UP FOR SALE,12.75 Crore,"DHA Phase 2, DHA Defence",4,5,900 Sq. Yd.,Added: 4 weeks ago
House,Beautiful Full Furnished Building,2.15 Crore,"Korangi - Sector 43-B, Korangi",6,3,120 Sq. Yd.,Added: 4 weeks ago
House,A Prime Location 120 Square Yards House Has Landed On Market In Hansa Society Of Karachi,2.85 Crore,"Hansa Society, Scheme 33",6,6,120 Sq. Yd.,Added: 4 weeks ago
House,240 Square Yards House In Stunning Karachi University Housing Society Is Available For sale,5.8 Crore,"Karachi University Housing Society, Scheme 33",6,6,240 Sq. Yd.,Added: 4 weeks ago
House,240 Square Yards House Situated In Sector 25-A - Punjabi Saudagar Multi Purpose Society For sale,5.55 Crore,"Sector 25-A - Punjabi Saudagar Multi Purpose Society, Scheme 33 - Sector 25-A",6,6,240 Sq. Yd.,Added: 4 weeks ago
House,500 Yards Extraordinary Brand New Bungalow,20 Crore,"DHA Phase 5, DHA Defence",5,6,500 Sq. Yd.,Added: 3 days ago
House,A House At Affordable Price Awaits You,10 Crore,"Askari 5 - Sector H, Askari 5",5,5,427 Sq. Yd.,Added: 3 days ago
House,150YRD DOUBLE STOREY BUNGALOW WITH FULL BASEMENT FOR SELL IN DHA PHASE 7 EXT. MOST ELITE CLASS LOCATION IN DHA KARACHI.,5.25 Crore,"DHA Phase 7 Extension, DHA Defence",4,5,150 Sq. Yd.,Added: 3 days ago
House,120 YARD MOST LUXURIOUS AND ARCHITECTURE ULTRA MODERN STYLE DOUBLE STOREY BRAND NEW BUNGALOW FOR SELL,5.3 Crore,"DHA Phase 7 Extension, DHA Defence",4,5,120 Sq. Yd.,Added: 3 days ago
House,Corner House For Sale In Buffer Zone,1.8 Crore,"Bufferzone - Sector 16-A, Buffer Zone",6,5,120 Sq. Yd.,Added: 3 days ago
House,SAWERA HEAVEN 4 BED DRAWING WEST OPEN,4.5 Crore,"Clifton - Block 8, Clifton",4,5,211 Sq. Yd.,Added: 3 days ago
House,Fully Renovated House,22.5 Crore,"Clifton - Block 5, Clifton",5,5,666 Sq. Yd.,Added: 3 days ago
House,375 Square Yards House In Askari 6 Is Available For Sale,7.15 Crore,"Askari 6, Malir Cantonment",5,5,375 Sq. Yd.,Added: 1 day ago
House,Sale A House In Karachi Prime Location,7.15 Crore,"Askari 6, Malir Cantonment",5,5,375 Sq. Yd.,Added: 1 day ago
House,Your Search Ends Right Here With The Beautiful Prime Location House In PECHS Block 6 At Affordable Price Of Pkr Rs. 100000000,10 Crore,"PECHS Block 6, PECHS",,,300 Sq. Yd.,Added: 1 day ago
House,Prime Location 200 Square Yards House For sale In The Perfect Location Of PECHS Block 6,7.5 Crore,"PECHS Block 6, PECHS",5,5,200 Sq. Yd.,Added: 1 day ago
House,427 Square Yards House For Sale In Askari 5 - Sector H Karachi,10.3 Crore,"Askari 5 - Sector H, Askari 5",5,5,427 Sq. Yd.,Added: 1 day ago
House,Prime Location House Available For Sale In PECHS Block 6,10.5 Crore,"PECHS Block 6, PECHS",5,5,245 Sq. Yd.,Added: 1 day ago
House,250 Yards Duplex Bungalow For Sale DHA Phase 6,6.25 Crore,"DHA Phase 6, DHA Defence",4,4,250 Sq. Yd.,Added: 1 day ago
House,VIP BLOCK 500 SQ. YRDS DOUBLE STOREY HOUSE BLOCK F NORTH NAZIMABAD,10 Crore,"North Nazimabad - Block F, North Nazimabad",6,6,500 Sq. Yd.,Added: 1 day ago
House,Prime Location House Of 120 Square Yards Is Available In Contemporary Neighborhood Of Scheme 33,2.5 Crore,"Hansa Society, Scheme 33",4,4,120 Sq. Yd.,Added: 4 weeks ago
House,Best Options For Corner House Is Available For Sale In Bath Island,18.5 Crore,"Bath Island, Karachi",6,6,"1,000 Sq. Yd.",Added: 4 weeks ago
House,Brand New Villa 375 Sq Askari 6,6.5 Crore,"Askari 6, Malir Cantonment",5,6,375 Sq. Yd.,Added: 4 weeks ago
House,Brand New House Is Available For Sale,4.95 Crore,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",6,6,240 Sq. Yd.,Added: 4 weeks ago
House,Single Story Villa For Sale With Roof,1.1 Crore,"PN Welfare Housing Scheme, Bin Qasim Town",5,3,180 Sq. Yd.,Added: 3 weeks ago
House,2 Bed Drawing Room Lounge House,1.35 Crore,"Saadi Town - Block 2, Saadi Town",2,3,120 Sq. Yd.,Added: 3 weeks ago
House,"240 Sq. Yards Triple Story House For Sale In Gulshan-E-Iqbal Block 1, Karachi",7.5 Crore,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal",9,7,240 Sq. Yd.,Added: 3 weeks ago
House,House For Sale Sector J Askari V Malir Cantt Brand New Main Boulevard,8.5 Crore,"Askari 5 - Sector J, Askari 5",5,6,375 Sq. Yd.,Added: 4 weeks ago
House,BUNGALOW FOR SALE,4 Crore,"DHA Phase 2 Extension, DHA Defence",4,4,133 Sq. Yd.,Added: 2 weeks ago
House,240 Square Yards Beautiful Corner House For Sale West Open In One Of The Top Society Of Scheme 33 Punjabi Saudagran 25 A,5 Crore,"Sector 25-A - Punjabi Saudagar Multi Purpose Society, Scheme 33 - Sector 25-A",6,6,240 Sq. Yd.,Added: 3 weeks ago
House,WELL MAINTAINED PRIME LOCATION,10.25 Crore,"Askari 5 - Sector H, Askari 5",4,5,427 Sq. Yd.,Added: 3 days ago
House,Beautifully Constructed House Is Available For sale In Askari 5 - Sector H,10.5 Crore,"Askari 5 - Sector H, Askari 5",5,5,427 Sq. Yd.,Added: 3 days ago
House,Brand New Bungalow Phase 6 For Sale,21 Crore,"DHA Phase 6, DHA Defence",6,6,600 Sq. Yd.,Added: 3 days ago
House,235sq yd Villas at Precinct-31 Close to Gallery and Mosque are Available FOR SALE,1.25 Crore,"Bahria Town - Precinct 31, Bahria Town Karachi",3,3,235 Sq. Yd.,Added: 3 days ago
House,120 Yards Bungalow For Sale In Gulistan-E-Jauhar Block 15,2.3 Crore,"Gulistan-e-Jauhar, Karachi",5,5,120 Sq. Yd.,Added: 3 days ago
House,125sq Yd Villas At Precinct-31 Close To Gallery And Mosque Are Available FOR SALE,1.2 Crore,"Bahria Town - Precinct 31, Bahria Town Karachi",3,3,125 Sq. Yd.,Added: 3 days ago
House,3Bed DDL 152sq Yard Villa FOR SALE At Precicnt-11B (All Amenities Nearby) Heighted Location Investor Rates,1.2 Crore,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11",3,3,152 Sq. Yd.,Added: 3 days ago
House,272 Sq Yard Gray Structure Villa Available For Sale,1.95 Crore,"Bahria Town - Precinct 8, Bahria Town Karachi",5,5,272 Sq. Yd.,Added: 1 day ago
House,"125sq Yard VILLA FOR SALE, In Precinct-10B. A-PLUS Construction. 3 Bedrooms, Drawing, Dining, TV Lounge & American Kitchen. 10min Drive From Main Gate Of Bahria Town Karachi. All Amenities Nearby, Including PARK, MOSQUE, SCHOOLS And Commercial",1.08 Crore,"Bahria Town - Precinct 10-B, Bahria Town Karachi",3,3,125 Sq. Yd.,Added: 1 day ago
